1.8346325947333713E-10,3.2625154514747523E-10,1.4405605623108114E-10,2.360302391577401E-10,1.900491041169207E-10,5.07698267599094E-10,2.3047905568801238E-10,2.2067496292240943E-10,2.1306473041288448E-10,3.3320807590278134E-10,1.5959365231883532E-10,1.639931237792981E-10,3.2658676762371125E-10,2.4215951533948323E-10,3.437504667904445E-10,1.0525450595373666E-10,1.7286065139496135E-10,1.8632209577048256E-10,2.3537771448365724E-10,1.0185682267276601E-10,1.0157156777507553E-10,2.574985523656246E-10,2.2185187798959073E-10,2.1231390702858051E-10,2.2086331460729182E-10,2.69002221825615E-10,1.524620705286841E-10,1.49835630979649E-10,6.37609478811556E-10,9.897195034997882E-11,9.897195034997882E-11,2.3149037283469198E-10
30.843747556912206,24.87396131387655,28.853807646329223,20.894140198960336,37.808418984136,25.86894109028391,39.798316897924515,56.71258555833838,25.68865756094693,31.83864947899584,27.049302733080808,22.88404823757577,35.81851599259268,34.14504481337963,23.879017370240454,15.91933987567385,28.853802580068432,28.853777345534773,45.19962740982979,24.87394615498112,34.82352762421475,35.81850590408354,29.848741616999327,44.773081911058,34.36646810270197,33.82856759318379,23.87916999861214,22.884057308979237,35.81850590450635,27.85883848532734,15.91933987567385,31.151903774977587
20.000345421376583,20.00035013174534,20.00034524740614,20.000388861991137,20.000347560276108,20.000376354079798,20.00038310838557,20.000353662526447,20.000364694194698,20.00035120473979,20.000327379801792,20.000335650603397,20.00034975383625,20.000362724175968,20.000339105433653,20.000328785727866,20.000335050727454,20.000353722874827,20.000333115946667,20.00033405464837,20.000326917754204,20.000337437542754,20.000341734414672,20.000362345994354,20.000331784992706,20.000367915388296,20.00036348768906,20.000360436837912,20.000332231338646,20.00034884167961,20.000326917754204,20.000349290804333
1.2365834616390894E12,2.8191748955280597E11,3.319393411291215E11,2.174922626170867E11,3.025144628563083E11,9.955828322432451E11,1.0844679003063533E12,9.841747156343286E11,3.375307831302496E11,6.444083768267758E11,3.118622003312306E11,1.247490662657449E12,1.189846651925115E12,8.410504000115143E11,5.681910364154479E11,1.2713712918293792E12,5.1262003744057275E11,8.784565716499349E11,7.974817567973334E11,1.820050781158278E11,4.024824761035596E11,4.406293442738206E11,5.96914777507758E11,1.7135496025741426E12,1.2488850164125447E12,3.2384272393693756E11,2.66727174263754E11,5.666793294740688E11,3.7474882970231866E11,6.019034516625924E11,1.820050781158278E11,6.917783346340222E11
9266852.443748696,8787193.985251991,1.0973374616188321E7,9568940.073914304,8076054.524028583,1.190724243742506E7,9910787.771431118,1.2173280949813752E7,9580283.541634137,8907149.715664573,9264028.508912181,1.1119002337968452E7,6232651.393965252,7401817.874950178,1.0477273656855065E7,1.0604440148769882E7,1.122021778237955E7,1.223595575274383E7,1.3349563634981638E7,1.0219498165016847E7,1.1386537617248124E7,9800626.884613765,1.3762497309508746E7,9650894.71773574,1.059186292967134E7,1.2614229790204542E7,9782960.074604543,9212077.521103859,1.0259309248699434E7,8190710.982493131,6232651.393965252,1.0217577213050889E7
1052621.2304149938,1051242.4876963715,1053847.3320654451,1053742.1946034196,1056162.3699734006,1054631.750392335,1055703.6127756303,1053327.2121734703,1054747.8880708169,1046073.1468590093,1054460.8385961535,1053393.5469030058,1049102.560179282,1047614.15036089,1055694.8694347905,1054193.8209969532,1057424.0075023482,1051892.5407295509,1052567.6085117387,1053537.6629463038,1057713.7256250966,1050864.9873723513,1055064.5931822201,1054718.3087401104,1050399.7886609617,1055007.5080544525,1051956.8051005837,1053794.878083529,1055237.2432122915,1054849.6402324243,1046073.1468590093,1053386.2769816644
2.342764676449722E9,3.5404429544982224E9,2.0934326839921598E9,3.919334832898923E9,3.649653962808269E9,1.7549139598623855E9,3.0980112559361944E9,1.7877478978135748E9,1.949140812671441E9,3.331862266541875E9,4.2470319429715333E9,3.1932122472318616E9,2.837924625091654E9,2.26544117598204E9,6.361828940914448E9,3.1833184506885543E9,3.7655565484833355E9,4.0778277800907645E9,4.311386230630652E9,5.022304937655589E9,8.2866384677716055E9,2.51017067323951E9,1.3992642281862545E10,4.654486788571262E9,3.268208488265585E9,1.6679206560932066E9,1.7457422707838526E9,7.158935480123209E9,4.66663145457997E9,6.769431991635545E9,1.6679206560932066E9,4.04846489120465E9
1.2177940440564992E16,5.457433601494728E15,4.030055024719129E16,6.533904654739699E16,1.1042558754950772E16,6.127288215876902E16,1.8209078812080884E16,6.904816353566509E16,2.5437078994680692E16,3.4656017556077884E16,3.3122095191227924E16,1.336592686389057E16,7.547392797875536E16,2.369918692204827E16,2.7985376964324612E16,2.41495955230549E16,4.544787248826053E16,7.176428171948255E16,6.278049044931954E16,1.765039984894426E16,1.6382326268057088E16,3.0535993181821716E16,3.367135653837063E16,1.5538781752739644E16,3.5745326750297852E16,2.7465991210337532E16,4.6503853892215064E16,9.06255025262296E16,1.0104147384029922E16,9.837266953627923E16,5.457433601494728E15,3.8110861787951976E16
6.17762939617187E8,6.60291144019291E8,6.412499415711967E8,8.742171078440607E8,7.528123968672343E8,7.115183361031703E8,7.352131206837083E8,5.20062151581078E8,8.581759988253134E8,6.985663613101755E8,1.0453465712697594E9,1.1852299701627123E9,1.0818956525527253E9,7.407784720162785E8,8.588519745632734E8,1.1320775981718152E9,9.424613956437831E8,6.163147929047172E8,1.0824745631161666E9,7.85352478113271E8,8.8149412313757E8,7.604590663175025E8,5.669863043237889E8,9.899685944773237E8,1.081049840367227E9,8.987263401775124E8,9.056639524884615E8,7.134796631565844E8,4.994732855983479E8,7.434488345676236E8,4.994732855983479E8,8.193800990516286E8
9.361145760615261E7,9.354560929088208E7,9.42558570237733E7,9.407632463409913E7,9.449031415930027E7,9.405047648862627E7,9.427452728508252E7,9.387323221052535E7,9.427379683107795E7,9.344950680120608E7,9.37463754260405E7,9.372587901618911E7,9.397178731049806E7,9.402039189173669E7,9.395410699852557E7,9.429792109783879E7,9.429009150433066E7,9.388477451156592E7,9.416968180389E7,9.349688291824998E7,9.4271189942257E7,9.350594689793544E7,9.439559409613931E7,9.350232094250867E7,9.365250491638404E7,9.349328300223896E7,9.333458488574778E7,9.27664271267624E7,9.387489559880495E7,9.389610188952363E7,9.27664271267624E7,9.387172813692978E7
